name_canonical,mentor_id,aliases,councils,departments_canonical,departments_atomic,departments_raw,executive_report_to,lens_keys,notes,thinking_style,problem_solving,lenses_expanded,core_principle,workflow,beliefs_specialty,forecasting_and_mitigation,mistakes_and_lessons,motto,proven_methods,alignment_to_ai_bradaa_values,citations,is_new,active,ttl_months,last_reviewed_myt,source_count,reliability_weight_avg,needs_review,confidence_pct,reports_to_override,added_departments_suggested,is_executive,executive_role,is_cofounder,cofounder_primary,sort_order
Patty McCord,pattymccord,,,Operations & Localization,Operations & Localization,Operations & Localization,EXEC-CPOps,localization; ops,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Patty McCord (https://en.wikipedia.org/wiki/Patty_McCord); YouTube interviews — Patty McCord (https://www.youtube.com/results?search_query=Patty+McCord+interview); Google Scholar — Patty McCord (https://scholar.google.com/scholar?q=Patty+McCord),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1043
Charity Majors,charitymajors,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Charity Majors (https://en.wikipedia.org/wiki/Charity_Majors); YouTube interviews — Charity Majors (https://www.youtube.com/results?search_query=Charity+Majors+interview); Google Scholar — Charity Majors (https://scholar.google.com/scholar?q=Charity+Majors),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1044
Danielle Citron,daniellecitron,,,Legal & Compliance; Safety & Governance,Legal & Compliance; Safety & Governance,Legal & Compliance; Safety & Governance,EXEC-CSGO,pdpa; consent; ttl,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Danielle Citron (https://en.wikipedia.org/wiki/Danielle_Citron); YouTube interviews — Danielle Citron (https://www.youtube.com/results?search_query=Danielle+Citron+interview); Google Scholar — Danielle Citron (https://scholar.google.com/scholar?q=Danielle+Citron),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1045
Dario Amodei,darioamodei,,,Safety & Governance,Safety & Governance,Safety & Governance,EXEC-CSGO,pdpa; consent; ttl,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Dario Amodei (https://en.wikipedia.org/wiki/Dario_Amodei); YouTube interviews — Dario Amodei (https://www.youtube.com/results?search_query=Dario+Amodei+interview); Google Scholar — Dario Amodei (https://scholar.google.com/scholar?q=Dario+Amodei),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1046
Jakob Nielsen,jakobnielsen,,,Customer & Design,Customer & Design,Customer & Design,EXEC-CCDPO,prfaq; customer_promise,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Jakob Nielsen (https://en.wikipedia.org/wiki/Jakob_Nielsen); YouTube interviews — Jakob Nielsen (https://www.youtube.com/results?search_query=Jakob+Nielsen+interview); Google Scholar — Jakob Nielsen (https://scholar.google.com/scholar?q=Jakob+Nielsen),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1047
Jenny Lay-Flurrie,jennylay-flurrie,,,Customer & Design,Customer & Design,Customer & Design,EXEC-CCDPO,prfaq; customer_promise,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Jenny Lay-Flurrie (https://en.wikipedia.org/wiki/Jenny_Lay-Flurrie); YouTube interviews — Jenny Lay-Flurrie (https://www.youtube.com/results?search_query=Jenny+Lay-Flurrie+interview); Google Scholar — Jenny Lay-Flurrie (https://scholar.google.com/scholar?q=Jenny+Lay-Flurrie),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1048
Jez Humble,jezhumble,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Jez Humble (https://en.wikipedia.org/wiki/Jez_Humble); YouTube interviews — Jez Humble (https://www.youtube.com/results?search_query=Jez+Humble+interview); Google Scholar — Jez Humble (https://scholar.google.com/scholar?q=Jez+Humble),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1049
J.R. Storment,jrstorment,,,Finance & IR,Finance & IR,Finance & IR,EXEC-CFO,valuation; owner_earnings,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — J.R. Storment (https://en.wikipedia.org/wiki/J.R._Storment); YouTube interviews — J.R. Storment (https://www.youtube.com/results?search_query=J.R.+Storment+interview); Google Scholar — J.R. Storment (https://scholar.google.com/scholar?q=J.R.+Storment),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1050
Mike Fuller,mikefuller,,,Finance & IR,Finance & IR,Finance & IR,EXEC-CFO,valuation; owner_earnings,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Mike Fuller (https://en.wikipedia.org/wiki/Mike_Fuller); YouTube interviews — Mike Fuller (https://www.youtube.com/results?search_query=Mike+Fuller+interview); Google Scholar — Mike Fuller (https://scholar.google.com/scholar?q=Mike+Fuller),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1051
Nadiem Makarim,nadiemmakarim,,,Operations & Localization,Operations & Localization,Operations & Localization,EXEC-CPOps,localization; ops,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Nadiem Makarim (https://en.wikipedia.org/wiki/Nadiem_Makarim); YouTube interviews — Nadiem Makarim (https://www.youtube.com/results?search_query=Nadiem+Makarim+interview); Google Scholar — Nadiem Makarim (https://scholar.google.com/scholar?q=Nadiem+Makarim),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1052
Nicole Forsgren,nicoleforsgren,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Nicole Forsgren (https://en.wikipedia.org/wiki/Nicole_Forsgren); YouTube interviews — Nicole Forsgren (https://www.youtube.com/results?search_query=Nicole+Forsgren+interview); Google Scholar — Nicole Forsgren (https://scholar.google.com/scholar?q=Nicole+Forsgren),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1053
Stuart Russell,stuartrussell,,,Safety & Governance,Safety & Governance,Safety & Governance,EXEC-CSGO,pdpa; consent; ttl,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Stuart Russell (https://en.wikipedia.org/wiki/Stuart_Russell); YouTube interviews — Stuart Russell (https://www.youtube.com/results?search_query=Stuart+Russell+interview); Google Scholar — Stuart Russell (https://scholar.google.com/scholar?q=Stuart+Russell),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1054
Tan Hooi Ling,tanhooiling,,,Operations & Localization,Operations & Localization,Operations & Localization,EXEC-CPOps,localization; ops,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Tan Hooi Ling (https://en.wikipedia.org/wiki/Tan_Hooi_Ling); YouTube interviews — Tan Hooi Ling (https://www.youtube.com/results?search_query=Tan+Hooi+Ling+interview); Google Scholar — Tan Hooi Ling (https://scholar.google.com/scholar?q=Tan+Hooi+Ling),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1055
Geoffrey Hinton,geoffreyhinton,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Geoffrey Hinton (https://en.wikipedia.org/wiki/Geoffrey_Hinton); YouTube interviews — Geoffrey Hinton (https://www.youtube.com/results?search_query=Geoffrey+Hinton+interview); Google Scholar — Geoffrey Hinton (https://scholar.google.com/scholar?q=Geoffrey+Hinton),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1056
Yoshua Bengio,yoshuabengio,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Yoshua Bengio (https://en.wikipedia.org/wiki/Yoshua_Bengio); YouTube interviews — Yoshua Bengio (https://www.youtube.com/results?search_query=Yoshua+Bengio+interview); Google Scholar — Yoshua Bengio (https://scholar.google.com/scholar?q=Yoshua+Bengio),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1057
Yann LeCun,yannlecun,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Yann LeCun (https://en.wikipedia.org/wiki/Yann_LeCun); YouTube interviews — Yann LeCun (https://www.youtube.com/results?search_query=Yann+LeCun+interview); Google Scholar — Yann LeCun (https://scholar.google.com/scholar?q=Yann+LeCun),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1058
